Reference,Date,Value
EUR-EURIBOR-6M,2019-12-31,-0.00324
EUR-EURIBOR-6M,2019-12-30,-0.00325
EUR-EURIBOR-6M,2019-12-27,-0.00325
EUR-EURIBOR-6M,2019-12-24,-0.00331
EUR-EURIBOR-6M,2019-12-23,-0.00339
EUR-EURIBOR-6M,2019-12-20,-0.0033
EUR-EURIBOR-6M,2019-12-19,-0.00342
EUR-EURIBOR-6M,2019-12-18,-0.00348
EUR-EURIBOR-6M,2019-12-17,-0.00342
EUR-EURIBOR-6M,2019-12-16,-0.0034
EUR-EURIBOR-6M,2019-12-13,-0.0034
EUR-EURIBOR-6M,2019-12-12,-0.0034
EUR-EURIBOR-6M,2019-12-11,-0.00338
EUR-EURIBOR-6M,2019-12-10,-0.00333
EUR-EURIBOR-6M,2019-12-09,-0.00332
EUR-EURIBOR-6M,2019-12-06,-0.00333
EUR-EURIBOR-6M,2019-12-05,-0.00336
EUR-EURIBOR-6M,2019-12-04,-0.00335
EUR-EURIBOR-6M,2019-12-03,-0.00333
EUR-EURIBOR-6M,2019-12-02,-0.00345
EUR-EURIBOR-6M,2019-11-29,-0.00343
EUR-EURIBOR-6M,2019-11-28,-0.00347
EUR-EURIBOR-6M,2019-11-27,-0.00342
EUR-EURIBOR-6M,2019-11-26,-0.00338
EUR-EURIBOR-6M,2019-11-25,-0.00338
EUR-EURIBOR-6M,2019-11-22,-0.00335
EUR-EURIBOR-6M,2019-11-21,-0.0034
EUR-EURIBOR-6M,2019-11-20,-0.00338
EUR-EURIBOR-6M,2019-11-19,-0.00336
EUR-EURIBOR-6M,2019-11-18,-0.00338
EUR-EURIBOR-6M,2019-11-15,-0.00333
EUR-EURIBOR-6M,2019-11-14,-0.0033
EUR-EURIBOR-6M,2019-11-13,-0.00336
EUR-EURIBOR-6M,2019-11-12,-0.00328
EUR-EURIBOR-6M,2019-11-11,-0.00331
EUR-EURIBOR-6M,2019-11-08,-0.00324
EUR-EURIBOR-6M,2019-11-07,-0.00334
EUR-EURIBOR-6M,2019-11-06,-0.00339
EUR-EURIBOR-6M,2019-11-05,-0.00344
EUR-EURIBOR-6M,2019-11-04,-0.00343
EUR-EURIBOR-6M,2019-11-01,-0.00348
EUR-EURIBOR-6M,2019-10-31,-0.00337
EUR-EURIBOR-6M,2019-10-30,-0.00339
EUR-EURIBOR-6M,2019-10-29,-0.00343
EUR-EURIBOR-6M,2019-10-28,-0.00346
EUR-EURIBOR-6M,2019-10-25,-0.0035
EUR-EURIBOR-6M,2019-10-24,-0.00348
EUR-EURIBOR-6M,2019-10-23,-0.00351
EUR-EURIBOR-6M,2019-10-22,-0.00348
EUR-EURIBOR-6M,2019-10-21,-0.00349
EUR-EURIBOR-6M,2019-10-18,-0.00351
EUR-EURIBOR-6M,2019-10-17,-0.00349
EUR-EURIBOR-6M,2019-10-16,-0.00354
EUR-EURIBOR-6M,2019-10-15,-0.00358
EUR-EURIBOR-6M,2019-10-14,-0.00353
EUR-EURIBOR-6M,2019-10-11,-0.00358
EUR-EURIBOR-6M,2019-10-10,-0.00375
EUR-EURIBOR-6M,2019-10-09,-0.00384
EUR-EURIBOR-6M,2019-10-08,-0.00387
EUR-EURIBOR-6M,2019-10-07,-0.00389
EUR-EURIBOR-6M,2019-10-04,-0.00389
EUR-EURIBOR-6M,2019-10-03,-0.00387
EUR-EURIBOR-6M,2019-10-02,-0.00384
EUR-EURIBOR-6M,2019-10-01,-0.00387
EUR-EURIBOR-6M,2019-09-30,-0.00386
EUR-EURIBOR-6M,2019-09-27,-0.00377
EUR-EURIBOR-6M,2019-09-26,-0.00376
EUR-EURIBOR-6M,2019-09-25,-0.00375
EUR-EURIBOR-6M,2019-09-24,-0.00373
EUR-EURIBOR-6M,2019-09-23,-0.00363
EUR-EURIBOR-6M,2019-09-20,-0.00358
EUR-EURIBOR-6M,2019-09-19,-0.00368
EUR-EURIBOR-6M,2019-09-18,-0.00369
EUR-EURIBOR-6M,2019-09-17,-0.00365
