Valuation Date, Symbology, Ticker, Field Name, Value
2020-03-27, muRisQ-Ticker,USD-SOFR, MarketValue,0.0001
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1M, MarketValue,0.0008
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-2M, MarketValue,0.0013
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3M, MarketValue,0.001
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-4M, MarketValue,0.000875
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-5M, MarketValue,0.000825
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-6M, MarketValue,0.00095
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-7M, MarketValue,0.00095
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-8M, MarketValue,0.00095
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-9M, MarketValue,0.00095
2020-03-27, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1Y, MarketValue,0.00095
