Valuation Date, Symbology, Ticker, Field Name, Value
12/06/2019, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1M, MarketValue,0.02345
12/06/2019, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-3M, MarketValue,0.0225
12/06/2019, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-6M, MarketValue,0.021
12/06/2019, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-9M, MarketValue,0.0198
12/06/2019, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1Y, MarketValue,0.019
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-2Y, MarketValue,0.017
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-3Y, MarketValue,0.01625
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-4Y, MarketValue,0.01625
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-5Y, MarketValue,0.0165
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-7Y, MarketValue,0.0172
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-10Y, MarketValue,0.0185
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1M, MarketValue,0.02405
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3M, MarketValue,0.0231
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-6M, MarketValue,0.02165
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-9M, MarketValue,0.0205
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1Y, MarketValue,0.019575
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-2Y, MarketValue,0.01736
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3Y, MarketValue,0.01645
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-4Y, MarketValue,0.016325
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-5Y, MarketValue,0.01646
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-7Y, MarketValue,0.017
12/06/2019, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-10Y, MarketValue,0.018175
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-3M, MarketValue,-0.0006
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-6M, MarketValue,-0.00065
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-9M, MarketValue,-0.0007
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-1Y, MarketValue,-0.000575
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-2Y, MarketValue,-0.00036
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-3Y, MarketValue,-0.0002
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-4Y, MarketValue,-0.000075
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-5Y, MarketValue,0.00004
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-7Y, MarketValue,0.0002
12/06/2019, muRisQ-Ticker,USD-SOFR-3M-FED-FUND-3M-10Y, MarketValue,0.000325
