Valuation Date, Symbology, Ticker, Field Name, Value
2019-10-04, muRisQ-Ticker,USD-LIBOR-3M, MarketValue,0.02027
2019-10-04, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1M, MarketValue,0.0181
2019-10-04, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-3M, MarketValue,0.0167
2019-10-04, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-6M, MarketValue,0.0152
2019-10-04, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-9M, MarketValue,0.0142
2019-10-04, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1Y, MarketValue,0.0135
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-2Y, MarketValue,0.0117
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-3Y, MarketValue,0.0111
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-4Y, MarketValue,0.0109
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-5Y, MarketValue,0.0109
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-7Y, MarketValue,0.0113
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-10Y, MarketValue,0.012
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-15Y, MarketValue,0.0131
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-20Y, MarketValue,0.0136
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-30Y, MarketValue,0.0139
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1M, MarketValue,0.0184
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3M, MarketValue,0.0173
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-6M, MarketValue,0.01585
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-9M, MarketValue,0.0148
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1Y, MarketValue,0.0141
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-2Y, MarketValue,0.0123
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3Y, MarketValue,0.0116
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-4Y, MarketValue,0.0113
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-5Y, MarketValue,0.0112
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-7Y, MarketValue,0.0115
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-10Y, MarketValue,0.0123
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-15Y, MarketValue,0.01305
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-20Y, MarketValue,0.0136
2019-10-04, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-30Y, MarketValue,0.0137
2019-10-04, muRisQ-Ticker,USD-LIBOR-3M-3MX6M, MarketValue,0.0176
2019-10-04, muRisQ-Ticker,USD-LIBOR-3M-6MX9M, MarketValue,0.0146
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-1Y, MarketValue,0.01675
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-2Y, MarketValue,0.0146
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-3Y, MarketValue,0.0138
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-4Y, MarketValue,0.0135
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-5Y, MarketValue,0.0134
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-7Y, MarketValue,0.0137
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-10Y, MarketValue,0.0145
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-15Y, MarketValue,0.01545
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-20Y, MarketValue,0.016
2019-10-04, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-30Y, MarketValue,0.0163
