Valuation Date, Symbology, Ticker, Field Name, Value
2020-12-10, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1M, MarketValue,0.0009
2020-12-10, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-3M, MarketValue,0.0008
2020-12-10, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-6M, MarketValue,0.0008
2020-12-10, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-9M, MarketValue,0.0008
2020-12-10, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1Y, MarketValue,0.000825
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-2Y, MarketValue,0.000925
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-3Y, MarketValue,0.00125
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-4Y, MarketValue,0.00185
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-5Y, MarketValue,0.002775
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-7Y, MarketValue,0.0048
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-10Y, MarketValue,0.007325
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-15Y, MarketValue,0.009825
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-20Y, MarketValue,0.01105
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-30Y, MarketValue,0.011875
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-40Y, MarketValue,0.011475
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-50Y, MarketValue,0.011475
,,,,
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1M, MarketValue,0.0009
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3M, MarketValue,0.0008
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-6M, MarketValue,0.0008
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-9M, MarketValue,0.0008
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-1Y, MarketValue,0.000825
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-2Y, MarketValue,0.000925
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-3Y, MarketValue,0.00125
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-4Y, MarketValue,0.00185
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-5Y, MarketValue,0.002775
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-7Y, MarketValue,0.0048
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-10Y, MarketValue,0.007325
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-15Y, MarketValue,0.009825
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-20Y, MarketValue,0.01105
2020-12-10, muRisQ-Ticker,USD-FIXED-1Y-SOFR-OIS-30Y, MarketValue,0.011875
,,,,
2020-12-10, muRisQ-Ticker,USD-LIBOR-3M, MarketValue,0.0022063
2020-12-10, muRisQ-Ticker,USD-LIBOR-3M-3MX6M, MarketValue,0.00185
2020-12-10, muRisQ-Ticker,USD-LIBOR-3M-6MX9M, MarketValue,0.0018
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-1Y, MarketValue,0.001975
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-2Y, MarketValue,0.002125
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-3Y, MarketValue,0.002575
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-4Y, MarketValue,0.003425
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-5Y, MarketValue,0.004425
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-7Y, MarketValue,0.006525
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-10Y, MarketValue,0.0091
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-15Y, MarketValue,0.0116
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-20Y, MarketValue,0.0128
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-30Y, MarketValue,0.013625
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-40Y, MarketValue,0.01325
2020-12-10, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-50Y, MarketValue,0.01325
,,,,
