Valuation Date, Symbology, Ticker, Field Name, Value
,,,,
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1W, MarketValue,0.02385
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-1M, MarketValue,0.0237
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-2M, MarketValue,0.0224
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-3M, MarketValue,0.02165
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-4M, MarketValue,0.0209
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-5M, MarketValue,0.02025
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-6M, MarketValue,0.0197
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-7M, MarketValue,0.019225
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-8M, MarketValue,0.0188
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-9M, MarketValue,0.01845
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-10M, MarketValue,0.01817
2019-06-21, muRisQ-Ticker,USD-FIXED-TERM-FED-FUND-OIS-12M, MarketValue,0.01761
2019-06-21, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-15M, MarketValue,0.01695
2019-06-21, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-18M, MarketValue,0.016299
2019-06-21, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-2Y, MarketValue,0.01556
2019-06-21, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-3Y, MarketValue,0.015
2019-06-21, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-4Y, MarketValue,0.015025
2019-06-21, muRisQ-Ticker,USD-FIXED-1Y-FED-FUND-OIS-5Y, MarketValue,0.015325
2019-06-21, muRisQ-Ticker,USD-LIBOR-3M, MarketValue,0.0234925
2019-06-21, muRisQ-Ticker,USD-LIBOR-3M-1MX4M, MarketValue,0.02189
2019-06-21, muRisQ-Ticker,USD-LIBOR-3M-3MX6M, MarketValue,0.01974
2019-06-21, muRisQ-Ticker,USD-LIBOR-3M-4MX7M, MarketValue,0.01944
2019-06-21, muRisQ-Ticker,USD-LIBOR-3M-6MX9M, MarketValue,0.01825
2019-06-21, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-1Y, MarketValue,0.020025
2019-06-21, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-18M, MarketValue,0.018667
2019-06-21, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-2Y, MarketValue,0.0179
2019-06-21, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-3Y, MarketValue,0.01735
2019-06-21, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-4Y, MarketValue,0.0174
2019-06-21, muRisQ-Ticker,USD-FIXED-6M-LIBOR-3M-5Y, MarketValue,0.0177
